  id  |           name            | year_printed |  sheet   
 1194 | Ashley                    |         1970 | S67
 1196 | Gillespies                |         1973 | S70
 1197 | Waiho                     |         1977 | S71
 1198 | Godley                    |         1979 | S72
 1199 | Lake Heron                |         1979 | S73
 1201 | Waimakariri               |         1974 | S75
 1203 | Paringa                   |         1973 | S77
 1205 | Mt Cook                   |         1972 | S79
 1207 | Mt Somers                 |         1970 | S81
 1208 | Methven                   |         1980 | S82
 1210 | Christchurch              |         1974 | S84
 1212 | Okuru                     |         1973 | S86
 1214 | Landsborough              |         1978 | S88
 1216 | Lake Tekapo               |         1979 | S90
 1217 | Mt Peel                   |         1970 | S91
 1219 | Rakaia                    |         1970 | S93
 1221 | Cascade                   |         1974 | S96
 1223 | Haast Pass                |         1971 | S98
 1225 | Pukaki                    |         1973 | S100
 1226 | Fairlie                   |         1970 | S101
 1228 | Hinds                     |         1970 | S103
 1230 | Aspiring                  |         1975 | S106
 1232 | Diadem                    |         1980 | S108
 1234 | Cave                      |         1979 | S110
 1235 | Timaru                    |         1970 | S111
 1237 | Tutoko                    |         1974 | S113
 1239 | Wanaka                    |         1973 | S115
 1241 | Omarama                   |         1979 | S117
 1242 | Hakataramea               |         1970 | S118
 1244 | Bligh                     |         1979 | S120-121
 1246 | Skippers                  |         1973 | S123
 1248 | St Bathans                |         1980 | S125
 1250 | Duntroon                  |         1978 | S127
 1251 | Waitaki                   |         1970 | S128
 1253 | Stuart                    |         1974 | S130
 1255 | Wakatipu                  |         1978 | S132
 1257 | Omakau                    |         1979 | S134
 1259 | Oamaru                    |         1978 | S136
 1260 | Pukeuri                   |         1975 | S137
 1262 | Te Anau                   |         1973 | S140
 1264 | Kingston                  |         1974 | S142
 1266 | Manorburn                 |         1980 | S144
 1268 | Moeraki                   |         1978 | S146
 1269 | Breaksea                  |         1973 | S147
 1271 | Manapouri                 |         1974 | S149
 1272 | Mossburn                  |         1977 | S150
 1273 | Nokomai                   |         1979 | S151
 1274 | Roxburgh                  |         1970 | S152
 1276 | Middlemarch               |         1978 | S154
