  id  |                                 name                                 | series  |                   sheet                   | year_printed | uploadedmap_id |                                   extent                                   
 1700 | Te Haroto                                                            | Topo50  | BH38                                      |         2009 |                | BOX(176.456876343221 -39.1755064428141,176.749976469025 -38.8431866102094)
  621 | Picton                                                               | NZMS1   | S22                                       |         1970 |                | BOX(173.95486878584 -41.5025768043235,174.456402057121 -41.2443014749416)
  734 | Manorburn                                                            | NZMS1   | S144                                      |         1980 |                | BOX(169.395708498102 -45.4685439525073,169.928417808461 -45.2134020093979)
 1068 | Ngatapa                                                              | NZMS1   | N97                                       |         1978 |                | BOX(177.386610325306 -38.7358119503345,177.865980357678 -38.4802910934197)
 2367 | TN15                                                                 | NZMS13  | TN15                                      |         1899 |                | BOX(174.186785744167 -39.1466867804019,174.497397848345 -38.8637471743348)
  116 | Cobb                                                                 | NZMS1   | S13                                       |         1950 |                | BOX(172.478705050862 -41.2777912541391,172.973384943523 -41.0256302737797)
  350 | Hokitika                                                             | NZMS1   | S50-51                                    |         1965 |                | BOX(170.908056739047 -42.7637937595342,171.500116798479 -42.5153323064832)
 1574 | Masterton                                                            | NZMS260 | T26                                       |         1997 |                | BOX(175.608371970595 -41.0870315746645,176.094685241324 -40.805370218852)
 1287 | Chalky                                                               | NZMS1   | S165                                      |         1974 |                | BOX(166.178710676892 -46.1193299784625,166.730088342808 -45.8500778291765)
  862 | Aranga                                                               | NZMS260 | O26                                       |         1980 |                | BOX(173.237309037644 -41.116446795779,173.714570816348 -40.8443258287713)
  501 | Te Aroha                                                             | NZMS1   | N57                                       |         1974 |                | BOX(175.500186688381 -37.7626179179038,175.967156310863 -37.5145463629618)
 1637 | Bream Head                                                           | Topo50  | AX31                                      |         2009 |                | BOX(174.458105216172 -35.9735000354432,174.730140647436 -35.645521003623)
 2379 | NN19                                                                 | NZMS13  | NN19                                      |         1898 |                | BOX(172.766952592301 -41.3101981301062,173.106439172914 -41.0829301148848)
 1664 | Piha                                                                 | Topo50  | BB30ptBB31                                |         2009 |                | BOX(174.302819125457 -37.2733601056203,174.579005121567 -36.9456687726665)
 2009 | Kyeburn                                                              | Topo50  | CC16                                      |         2009 |                | BOX(170.089350749554 -45.3578093645244,170.410134140756 -45.0267724403327)
 1319 | Hunter Mountains                                                     | NZMS260 | C44                                       |         1997 |                | BOX(167.076551637124 -45.8536072249317,167.615636632792 -45.559460179244)
 2077 | Green Islets                                                         | Topo50  | CG05                                      |         2009 |                | BOX(166.586951078446 -46.5205164026288,166.933824482031 -46.1814614321384)
  246 | Kawhia                                                               | NZMS1   | N73                                       |         1953 |                | BOX(174.559997681058 -38.2559552449614,175.031652836931 -38.0060276373759)
 1788 | Milton                                                               | Topo50  | CF15                                      |         2009 |                | BOX(169.726978342978 -46.3212019537816,170.055574983464 -45.9892297743818)
  159 | Buller                                                               | NZMS1   | S31                                       |         1944 |                | BOX(171.50011924203 -42.0229343566208,171.996936697155 -41.7748953080762)
  354 | Ross                                                                 | NZMS1   | S57                                       |         1958 |                | BOX(170.490763464065 -43.00961139364,170.997420453332 -42.7593781351825)
  267 | Tokaanu                                                              | NZMS1   | N102                                      |         1964 |                | BOX(175.500182144632 -38.9982400573697,175.975163475802 -38.7501791560408)
 1111 | Marton                                                               | NZMS1   | N143                                      |         1975 |                | BOX(175.016676929128 -40.233600697319,175.500178396079 -39.9855473051949)
 1279 | Heath                                                                | NZMS1   | S157                                      |         1973 |                | BOX(166.730088342808 -45.8942745331165,167.277181532902 -45.627437105438)
 1594 | Pongaroa and Castlepoint                                             | NZMS260 | U25-26                                    |         1997 |                | BOX(176.376444657758 -40.6618181914225,176.548620649519 -40.5219216551482)
 2386 | NN42                                                                 | NZMS13  | NN42                                      |         1899 |                | BOX(171.300538150446 -41.8261547922389,171.628842239101 -41.6089938347816)
  402 | Middlemarch                                                          | NZMS1   | S154                                      |         1968 |                | BOX(169.914637288854 -45.7213777161559,170.447636817911 -45.4685439525073)
 2315 | Geraldine                                                            | NZMS15  | 1                                         |         1945 |                | BOX(170.78566 -44.03548,171.38551 -43.67029)
  380 | Pukaki                                                               | NZMS1   | S100                                      |         1964 |                | BOX(169.954934853423 -44.2405760982877,170.474170959365 -43.9879795021008)
 1112 | Feilding                                                             | NZMS1   | N144                                      |         1979 |                | BOX(175.500177442317 -40.233600697319,175.983677970952 -39.985549498277)
  347 | Lewis                                                                | NZMS1   | S46                                       |         1963 |                | BOX(171.998870155976 -42.5157587711399,172.501483518214 -42.2655631817165)
  410 | Gore                                                                 | NZMS1   | S170                                      |         1963 |                | BOX(168.835028595857 -46.1999686161677,169.377105516486 -45.9422568737624)
  138 | Orepuki                                                              | NZMS1   | S175                                      |         1944 |                | BOX(167.220489093521 -46.4052503735501,167.770965536554 -46.1403908920281)
 2237 | Rangitikei                                                           | NZMS15  | 1                                         |         1920 |                | BOX(175.94587 -39.69836,176.34212 -39.27134)
 2340 | Sounds                                                               | NZMS15  | 2                                         |         1946 |                | BOX(174.01048 -41.39215,174.4504 -40.85816)
 1948 | Mount Robert                                                         | Topo50  | BS24                                      |         2009 |                | BOX(172.564317822063 -42.1460283747011,172.855505783837 -41.8210614461879)
  574 | Wanganui                                                             | NZMS1   | N138                                      |         1977 |                | BOX(175.018423989776 -39.9865495970853,175.500179343085 -39.7384943584052)
 1028 | Te Kauwhata                                                          | NZMS1   | N52                                       |         1981 |                | BOX(175.0347623231 -37.5154623292199,175.500188464203 -37.2673864326337)
 1526 | Ohura                                                                | NZMS260 | R18                                       |         1987 |                | BOX(174.607844193121 -38.943241581338,175.075590600433 -38.6654220550671)
 2365 | GS52                                                                 | NZMS13  | GS52                                      |         1884 |                | BOX(177.603792281542 -38.8340698352181,177.924526032657 -38.5762687392731)
 1775 | Jackson Bay                                                          | Topo50  | BY10ptBZ10                                |         2009 |                | BOX(168.352090453394 -44.1163637753103,168.674622292751 -43.7814999353231)
 1241 | Omarama                                                              | NZMS1   | S117                                      |         1979 |                | BOX(169.941846703868 -44.7342207532286,170.465552428838 -44.481546771793)
  678 | Christchurch                                                         | NZMS1   | S84                                       |         1974 |                | BOX(172.517651198757 -43.746892995124,173.032528570901 -43.494374954302)
  323 | Takaka                                                               | NZMS1   | S8                                        |         1968 |                | BOX(172.47507155434 -41.0308210570746,172.96786777956 -40.7786939441608)
 1214 | Landsborough                                                         | NZMS1   | S88                                       |         1978 |                | BOX(169.44872082914 -43.9879795021008,169.967692664548 -43.7331897555621)
 1397 | Danseys Pass                                                         | NZMS260 | I41                                       |         1998 |                | BOX(170.203454715604 -45.1452515381705,170.722200594146 -44.8644496247259)
  368 | Paringa                                                              | NZMS1   | S77                                       |         1966 |                | BOX(168.946881523531 -43.7331897555621,169.465506646883 -43.4762665123682)
 2171 | Franklin                                                             | NZMS15  | 1                                         |         1946 |                | BOX(174.50923 -37.38926,174.97435 -37.03108)
 1038 | Raglan                                                               | NZMS1   | N64                                       |         1971 |                | BOX(174.563163185627 -38.0088286709061,175.033217079083 -37.7589152832073)
  407 | Tautapere                                                            | NZMS1   | S167                                      |         1968 |                | BOX(167.239633242615 -46.1589911096088,167.787519476846 -45.8942745331165)
  200 | Akaroa                                                               | NZMS1   | S94                                       |         1950 |                | BOX(172.521822678162 -43.9937428738464,173.03886423499 -43.7411871417076)
 1645 | Mangamuka                                                            | Topo50  | AV27                                      |         2009 |                | BOX(173.394550666472 -35.3325988821582,173.66019062798 -35.0068479504393)
 2166 | Tauranga                                                             | NZMS15  | 1                                         |         1934 |                | BOX(175.74384 -37.92653,176.15591 -37.39416)
  275 | Ngauruhoe                                                            | NZMS1   | N112                                      |         1968 |                | BOX(175.500181217258 -39.2453331795375,175.976824693219 -38.997274301549)
  948 | Mangaweka                                                            | NZMS260 | T22                                       |         1983 |                | BOX(175.566960834335 -40.006806806865,176.045413033215 -39.7252927299252)
 2226 | Wairoa                                                               | NZMS15  | 2                                         |         1934 |                | BOX(177.36324 -39.31328,178.01972 -38.62163)
  371 | Burnham                                                              | NZMS1   | S83                                       |         1966 |                | BOX(172.008911081673 -43.7503166785965,172.521822678162 -43.5000321216573)
  990 | North Cape                                                           | NZMS1   | N1-2                                      |         1970 |                | BOX(172.612798825155 -34.5244125107367,173.064523291611 -34.3746915412014)
  726 | Ranfurly                                                             | NZMS1   | S135                                      |         1970 |                | BOX(169.928417808461 -45.2278213073649,170.456710082237 -44.9750682914564)
 1994 | Hinds                                                                | Topo50  | BY20                                      |         2009 |                | BOX(171.351393987323 -44.0832151431695,171.658352155303 -43.7552859623589)
 2016 | Alexandra                                                            | Topo50  | CC13                                      |         2009 |                | BOX(169.172012864264 -45.3331702388805,169.497551135841 -44.9999823502425)
  677 | Burnham                                                              | NZMS1   | S83                                       |         1972 |                | BOX(172.008911081673 -43.7503166785965,172.521822678162 -43.5000321216573)
 1097 | Oeo                                                                  | NZMS1   | N128                                      |         1965 |                | BOX(173.580535774099 -39.7305537931293,174.065389375579 -39.4766748531083)
   58 | Te Akau                                                              | NZMS1   | N55                                       |         1946 |                | BOX(174.566290212631 -37.7616916619627,175.0347623231 -37.5117923561593)
    1 | Wellington                                                           | NZMS1   | N164                                      |         1950 |                | BOX(174.515098916549 -41.4676420071637,175.009468325999 -41.2175154072475)
  666 | Godley                                                               | NZMS1   | S72                                       |         1979 |                | BOX(170.482572469336 -43.5034237997272,170.993374296665 -43.2531547177596)
 1943 | Lower Hutt                                                           | Topo50  | BQ32                                      |         2009 |                | BOX(174.859313175138 -41.4824398791408,175.155837876368 -41.1533622920407)
 1261 | Doubtful                                                             | NZMS1   | S138-139                                  |         1974 |                | BOX(166.771729943953 -45.4019921433246,167.313769099423 -45.1354721480964)
 1352 | Wilkin                                                               | NZMS260 | F38                                       |         1999 |                | BOX(168.738901234516 -44.2964292254668,169.256485564034 -44.0093186273321)
 1976 | Minaret Bay                                                          | Topo50  | CA12                                      |         2009 |                | BOX(168.912829169141 -44.6766158586719,169.235803828646 -44.3429123550539)
 1144 | Karamea                                                              | NZMS1   | S12                                       |         1974 |                | BOX(171.989440090348 -41.2809328549373,172.48238398735 -41.0308210570746)
 1260 | Pukeuri                                                              | NZMS1   | S137                                      |         1975 |                | BOX(170.976119665439 -45.2326317932482,171.500103919249 -44.9846028599535)
 1797 | Bligh Sound                                                          | Topo50  | CB07                                      |         2009 |                | BOX(167.373969649008 -44.9392188925732,167.70638071449 -44.6021332535013)
  682 | Landsborough                                                         | NZMS1   | S88                                       |         1978 |                | BOX(169.44872082914 -43.9879795021008,169.967692664548 -43.7331897555621)
  372 | Christchurch                                                         | NZMS1   | S84                                       |         1968 |                | BOX(172.517651198757 -43.746892995124,173.032528570901 -43.494374954302)
 1822 | South Cape / Whiore                                                  | Topo50  | CK08                                      |         2009 |                | BOX(167.420465718218 -47.5345306863143,167.769950462141 -47.1970753419567)
 1363 | Franz Josef and Waiau                                                | NZMS260 | G35-H35                                   |         1995 |                | BOX(169.709948342109 -43.5053807751059,169.901730217358 -43.3742816394045)
 1580 | Waihi Beach                                                          | NZMS260 | U13                                       |         1999 |                | BOX(175.92958215194 -37.5641486978027,176.155698689945 -37.2881363496345)
 1365 | Paringa                                                              | NZMS260 | G36                                       |         1999 |                | BOX(169.447009274754 -43.7721019552541,169.784075232984 -43.492779829013)
   49 | Auckland                                                             | NZMS1   | N42                                       |         1951 |                | BOX(174.575445360671 -37.0202182607615,175.039286486345 -36.770360405136)
   22 | Ahipara                                                              | NZMS1   | N9                                        |         1942 |                | BOX(172.787461793976 -35.2694604668755,173.246066442056 -35.0131859194593)
  912 | Wanganui                                                             | NZMS260 | R22                                       |         1987 |                | BOX(174.633680355817 -40.0240767551084,175.108768790855 -39.7462223805046)
 1058 | Galatea                                                              | NZMS1   | N86                                       |         1977 |                | BOX(176.440372151582 -38.5002248231679,176.915159182863 -38.2484276710297)
   45 | Silverdale                                                           | NZMS1   | N38                                       |         1944 |                | BOX(174.578423362268 -36.773039751026,175.040758134561 -36.5231954575449)
  199 | Rakaia                                                               | NZMS1   | S93                                       |         1943 |                | BOX(172.010996632931 -43.99719601578,172.52604756345 -43.746892995124)
 1950 | Waiau                                                                | Topo50  | BU25                                      |         2009 |                | BOX(172.853264007655 -42.7944529829669,173.146735992345 -42.4702498873798)
 2106 | Mt Cook and Westland National Parks                                  | NZMS273 | 10                                        |         1999 |             30 | BOX(169.709147103104 -43.9064682126224,170.680990608268 -43.0937296092359)
   60 | Te Aroha                                                             | NZMS1   | N57                                       |         1944 |                | BOX(175.500186688381 -37.7626179179038,175.967156310863 -37.5145463629618)
 2094 | Mt Cook and Westland National Parks                                  | NZMS273 | 10                                        |         1991 |             16 | BOX(169.693371489579 -43.8830669522345,170.780809744523 -43.1265524482284)
  671 | Paringa                                                              | NZMS1   | S77                                       |         1973 |                | BOX(168.946881523531 -43.7331897555621,169.465506646883 -43.4762665123682)
 2046 | Waipara                                                              | Topo50  | BV24                                      |         2009 |                | BOX(172.557480897583 -43.1186376453581,172.853264007655 -42.79370091456)
 2435 | OT96                                                                 | NZMS13  | OT96                                      |         1884 |                | BOX(170.383357695942 -45.3584596867491,170.69405013818 -45.1214054404802)
 1773 | Burkes Pass                                                          | Topo50  | BZ17                                      |         2009 |                | BOX(170.438869770954 -44.3929260408096,170.752296882005 -44.0627776446542)
  422 | Ahipara                                                              | NZMS1   | N9                                        |         1942 |                | BOX(172.787461793976 -35.2694604668755,173.246066442056 -35.0131859194593)
  327 | Motueka                                                              | NZMS1   | S14                                       |         1967 |                | BOX(172.96786777956 -41.2725554173464,173.464230432573 -41.0183648302474)
  469 | Kaikohe                                                              | NZMS1   | N15                                       |         1977 |                | BOX(173.685672699988 -35.5301640185709,174.143320286056 -35.2770671326445)
 1053 | Tokomaru                                                             | NZMS1   | N80-81                                    |         1971 |                | BOX(177.841985491211 -38.2333746514875,178.392349122386 -37.9744327256343)
  905 | Auckland                                                             | NZMS260 | R11                                       |         1981 |                | BOX(174.563873498219 -37.0514248773522,175.01964553253 -36.7736657573937)
  245 | Whakatane                                                            | NZMS1   | N69                                       |         1969 |                | BOX(176.900924701215 -38.0013672444242,177.373884994302 -37.7478243130392)
 1870 | Whakatane                                                            | Topo50  | BE40                                      |         2009 |                | BOX(176.955546768868 -38.1867353099513,177.246343829172 -37.853578291187)
  259 | Waihaha                                                              | NZMS1   | N93                                       |         1968 |                | BOX(175.500183065668 -38.7511364736546,175.973522540689 -38.5030735109682)
 1266 | Manorburn                                                            | NZMS1   | S144                                      |         1980 |                | BOX(169.395708498102 -45.4685439525073,169.928417808461 -45.2134020093979)
 1015 | Colville                                                             | NZMS1   | N35-36                                    |         1968 |                | BOX(175.040758134561 -36.5267260582954,175.551239925224 -36.2786518233374)
 2433 | OT78                                                                 | NZMS13  | OT78                                      |         1884 |                | BOX(170.274955020741 -45.1635448039556,170.61020589736 -44.9144019561715)
  573 | Waverley                                                             | NZMS1   | N137                                      |         1976 |                | BOX(174.536717797181 -39.9855473051949,175.020149620484 -39.7355160101077)
 1710 | Taoroa Junction                                                      | Topo50  | BK36                                      |         2009 |                | BOX(175.931319593035 -39.8386478227612,176.225138577687 -39.5073338966668)
 2029 | Oakura                                                               | Topo50  | BH28                                      |         2009 |                | BOX(173.691938245915 -39.2252187715224,173.973124969525 -38.8988691602146)
  864 | Wairau                                                               | NZMS260 | O28                                       |         1985 |                | BOX(173.23925136441 -41.6567211494895,173.720462733976 -41.3846247953056)
  291 | Kakatahi                                                             | NZMS1   | N131                                      |         1969 |                | BOX(175.020149620484 -39.7394879665775,175.500180283443 -39.4914308363247)
  423 | Bay of Islands                                                       | NZMS1   | N12                                       |         1942 |                | BOX(174.143320286056 -35.2872148222101,174.598283784242 -35.0357970386902)
 2002 | Otematata                                                            | Topo50  | CA16                                      |         2009 |                | BOX(170.121998828483 -44.7103376561288,170.438869770954 -44.3794188244409)
   61 | Te Aroha                                                             | NZMS1   | N58                                       |         1943 |                | BOX(175.965612848233 -37.7616937904187,176.434083216858 -37.5117965992645)
  797 | Kurow                                                                | NZMS260 | I40                                       |         1987 |                | BOX(170.216229315013 -44.8753936022414,170.732524825953 -44.5946132530943)
  901 | Bream Head                                                           | NZMS260 | R07                                       |         1989 |                | BOX(174.539448930038 -35.9702634998267,174.800413481709 -35.6959204217646)
 2290 | Southland-Wallace-Lake                                               | NZMS15  | 2                                         |         1948 |                | BOX(167.30533 -46.7313,169.38125 -45.77874)
 2192 | Waitemata                                                            | NZMS15  | 2                                         |         1933 |                | BOX(174.15639 -37.0578,174.78776 -36.70942)
 1794 | Hollyford                                                            | Topo50  | CB09                                      |         2009 |                | BOX(167.979713169247 -44.965933784693,168.309215290727 -44.6301341600199)
 1206 | Macaulay                                                             | NZMS1   | S80                                       |         1980 |                | BOX(170.478398428716 -43.7503138796251,170.991312510497 -43.5000265506569)
 1300 | Balclutha                                                            | NZMS1   | S179                                      |         1975 |                | BOX(169.358011181685 -46.4553573044818,169.900493769481 -46.1999686161677)
 2242 | Waimarino                                                            | NZMS15  | 1                                         |         1922 |                | BOX(174.87646 -39.65171,175.34573 -39.11244)
 1562 | Morrinsville                                                         | NZMS260 | T14                                       |         1996 |                | BOX(175.488127238083 -37.8454005454456,175.952012541706 -37.5641486978027)
 1384 | Waipiata                                                             | NZMS260 | H42                                       |         1987 |                | BOX(169.68002625192 -45.4040689743521,170.203454715604 -45.1210346762873)
  157 | Collingwood                                                          | NZMS1   | S3                                        |         1946 |                | BOX(172.471482860696 -40.7838400053454,172.962418742902 -40.5317464507723)
 2454 | SD42-43-50                                                           | NZMS13  | SD42-43-50                                |         1899 |                | BOX(167.45329839435 -46.2241917100087,168.058624562332 -45.8689525544256)
 1837 | Whangaruru                                                           | Topo50  | AW30                                      |         2009 |                | BOX(174.188264362888 -35.6519393661381,174.458105216172 -35.3245249171092)
 2067 | Orepuki                                                              | Topo50  | CG08                                      |         2009 |                | BOX(167.52070335002 -46.56670071433,167.862931031073 -46.2296344554942)
  503 | White Island and Te Kaha                                             | NZMS1   | N60-61                                    |         1970 |                | BOX(177.103056103506 -37.7516477222554,177.83418085388 -37.4925547929795)
 1249 | Mt lda                                                               | NZMS1   | S126                                      |         1970 |                | BOX(169.935175517955 -44.9810265459305,170.461159669031 -44.7283132573569)
 2258 | Pahiatua                                                             | NZMS15  | 1945                                      |            3 |                | BOX(175.62574 -40.63685,176.16729 -40.30363)
  753 | Mosgiel                                                              | NZMS1   | S163                                      |         1979 |                | BOX(169.907611635289 -45.9681393550235,170.443011284466 -45.715264554333)
 1894 | Tawake Tohunga                                                       | Topo50  | BJ36                                      |         2009 |                | BOX(175.917801962503 -39.5147042028983,176.210099701424 -39.1834521899698)
 1883 | Putaruru                                                             | Topo50  | BE35                                      |         2009 |                | BOX(175.59318765604 -38.2251117288645,175.878530916076 -37.8946578839516)
 1177 | Charwell                                                             | NZMS1   | S48                                       |         1971 |                | BOX(172.996154676762 -42.507012606317,173.502404366624 -42.2525582422329)
 2227 | Cook                                                                 | NZMS15  | 1                                         |         1924 |                | BOX(177.40776 -38.93492,177.87339 -38.51132)
 1466 | Culverden                                                            | NZMS260 | N33                                       |         1991 |                | BOX(172.754562242195 -43.0071549652034,173.24517718433 -42.7370626525565)
  989 | Tolaga Bay                                                           | NZMS260 | Z17                                       |         1983 |                | BOX(178.260068082317 -38.5618833021164,178.509104653344 -38.2814147306929)
 2042 | Mount Northampton                                                    | Topo50  | BT25                                      |         2009 |                | BOX(172.854023620826 -42.4702498873798,173.145976379174 -42.1460283747011)
 1326 | Eglinton                                                             | NZMS260 | D41                                       |         1995 |                | BOX(167.665659143122 -45.0677806280528,168.194800793535 -44.7761130692007)
  972 | Whakatane                                                            | NZMS260 | W15                                       |         1988 |                | BOX(177.095242809594 -38.0689537351097,177.330176006032 -37.9345236094075)
 1411 | Waimate                                                              | NZMS260 | J40                                       |         1998 |                | BOX(170.722200594146 -44.884106764751,171.236308419514 -44.6055154558659)
  808 | Oamaru                                                               | NZMS260 | J41                                       |         1984 |                | BOX(170.711793507631 -45.1539871350001,171.228319170065 -44.8753936022414)
  490 | Ponui                                                                | NZMS1   | N43                                       |         1975 |                | BOX(175.037796789427 -37.0211201707182,175.500190217305 -36.773039751026)
  798 | Danseys Pass                                                         | NZMS260 | I41                                       |         1984 |                | BOX(170.203454715604 -45.1452515381705,170.722200594146 -44.8644496247259)
 1547 | Mangapehi                                                            | NZMS260 | S17                                       |         1987 |                | BOX(175.059350931368 -38.6654220550671,175.526948283494 -38.3858294921929)
  331 | Tadmor                                                               | NZMS1   | S19                                       |         1969 |                | BOX(172.48238398735 -41.5247505803091,172.978971209518 -41.2725554173464)
  874 | New Plymouth                                                         | NZMS260 | P19                                       |         1984 |                | BOX(173.691415627805 -39.2231697516175,174.157513460207 -38.9490123539643)
 1695 | Mount Karioi                                                         | Topo50  | BD31ptBD32                                |         2009 |                | BOX(174.585835262665 -37.9187836421966,174.865699620948 -37.590466003813)
    9 | Pahaoa                                                               | NZMS1   | N166                                      |         1957 |                | BOX(175.500172568277 -41.4686977394535,175.992735638961 -41.2206550742945)
  411 | Waitahuna                                                            | NZMS1   | S171                                      |         1969 |                | BOX(169.367620763745 -46.2086712414358,169.907611635289 -45.953345186131)
  445 | Mt Somers                                                            | NZMS1   | S81                                       |         1943 |                | BOX(170.989224396765 -43.7514570952751,171.500111783428 -43.5034237997272)
  832 | Collingwood                                                          | NZMS260 | M25                                       |         1984 |                | BOX(172.288714781956 -40.8463048041197,172.763922891708 -40.5742546653402)
 1160 | Charleston                                                           | NZMS1   | S30                                       |         1969 |                | BOX(171.003301809873 -42.0229343566208,171.500120448404 -41.774892610426)
 1324 | Whakatipu Waitai                                                     | NZMS260 | D39                                       |         1995 |                | BOX(167.714693970365 -44.5163561894597,167.940443510147 -44.3630350395652)
   88 | Mohaka                                                               | NZMS1   | N115                                      |         1945 |                | BOX(176.924943624002 -39.2365600931991,177.406292726687 -38.9827805552991)
 1161 | Buller                                                               | NZMS1   | S31                                       |         1972 |                | BOX(171.50011924203 -42.0229343566208,171.996936697155 -41.7748953080762)
 1084 | Kaweka                                                               | NZMS1   | N113                                      |         1970 |                | BOX(175.975163475802 -39.244358927435,176.453421918593 -38.994375149226)
 1497 | Clarence                                                             | NZMS260 | P30                                       |         1990 |                | BOX(173.723447082291 -42.1949540415733,174.210698609199 -41.9208695308057)
 1774 | Dover Pass                                                           | Topo50  | BZ16                                      |         2009 |                | BOX(170.137914331555 -44.3865686472568,170.452879161721 -44.0557076610225)
 1888 | Wairapukao                                                           | Topo50  | BG38                                      |         2009 |                | BOX(176.441308985684 -38.8516927675054,176.732900452067 -38.5194469195312)
 1199 | Lake Heron                                                           | NZMS1   | S73                                       |         1979 |                | BOX(170.991312510497 -43.5045572649574,171.500113053621 -43.2565229690541)
 2446 | SD65                                                                 | NZMS13  | SD65                                      |         1888 |                | BOX(168.962997724167 -46.3890829103766,169.298099634556 -46.1535216350218)
  383 | Diadem                                                               | NZMS1   | S108                                      |         1969 |                | BOX(169.431501669168 -44.481546771793,169.954934853423 -44.2266418999272)
 1119 | Levin                                                                | NZMS1   | N152                                      |         1973 |                | BOX(175.013117318273 -40.7276712468912,175.50017648169 -40.4796214057076)
 1801 | Kingston                                                             | Topo50  | CD11                                      |         2009 |                | BOX(168.535778401062 -45.6358522495494,168.866544918419 -45.3011811552028)
  616 | Queen Charlotte                                                      | NZMS1   | S16                                       |         1969 |                | BOX(173.945682472511 -41.2558079988344,174.445248472325 -40.9976193164945)
  453 | Hinds                                                                | NZMS1   | S103                                      |         1942 |                | BOX(171.500107904572 -44.2452247239111,172.015248267827 -43.99719601578)
 1074 | Rangitaiki                                                           | NZMS1   | N103                                      |         1979 |                | BOX(175.973522540689 -38.997274301549,176.450099175108 -38.7473053217332)
 1548 | Taumarunui                                                           | NZMS260 | S18                                       |         1987 |                | BOX(175.067443899413 -38.9356421256964,175.536833654569 -38.6560298583973)
  887 | Kaipara                                                              | NZMS260 | Q09                                       |         1981 |                | BOX(174.106671645137 -36.5166264263007,174.557712688015 -36.2405618001971)
  802 | Taieri Mouth                                                         | NZMS260 | I45                                       |         1980 |                | BOX(170.15129097225 -46.2191649292779,170.422275478323 -45.9435989372013)
 1513 | Patea                                                                | NZMS260 | Q22                                       |         1985 |                | BOX(174.400299206484 -40.027215157838,174.640241577139 -39.7538878322197)
 2415 | CB63                                                                 | NZMS13  | CB63                                      |         1899 |                | BOX(171.53085792556 -43.5731542495285,171.73336613614 -43.3704130104076)
 1080 | Inglewood                                                            | NZMS1   | N109                                      |         1977 |                | BOX(174.070435908325 -39.2414299417514,174.550265171196 -38.9895369473341)
 2125 | Lake Te Anau and Environs                                            | NZMS155 |                                           |         1964 |             50 | BOX(166.746281998484 -46.0268280376695,168.805273534621 -44.048714538861)
  455 | DUrville                                                             | NZMS1   | S10                                       |         1945 |                | BOX(173.449614805148 -41.0183648302474,173.945682472511 -40.762233576407)
 1420 | Wilberforce                                                          | NZMS260 | K34                                       |         1989 |                | BOX(171.275318657924 -43.2707921849709,171.773383450681 -42.994432815359)
 2263 | Featherston-WairarapaSouth                                           | NZMS15  | 1                                         |         1925 |                | BOX(175.18135 -41.17653,175.46277 -40.74565)
 2306 | Tawera                                                               | NZMS15  | 2                                         |         1922 |                | BOX(171.73343 -43.41689,172.25878 -42.72549)
 1087 | Wairoa                                                               | NZMS1   | N116                                      |         1969 |                | BOX(177.399651259054 -39.2297377702248,177.88247403321 -38.9740884541912)
  630 | Murchison                                                            | NZMS1   | S32                                       |         1975 |                | BOX(171.995027303932 -42.0218605019622,172.493700009168 -41.7716990200596)
 1532 | Paraparaumu                                                          | NZMS260 | R26                                       |         1983 |                | BOX(174.660228886733 -41.1046596227315,175.143071143747 -40.8267438379199)
  209 | Mangakahia                                                           | NZMS1   | N19                                       |         1969 |                | BOX(173.680073262482 -35.777331712191,174.139169686515 -35.5241913891013)
 2182 | Kawhia                                                               | NZMS15  |                                           |         1935 |                | BOX(174.99354 -38.40232,175.41177 -38.00099)
 1727 | Castlepoint                                                          | Topo50  | BP36                                      |         2009 |                | BOX(175.987630537869 -41.1341994997798,176.287790640863 -40.8026312298597)
  606 | Stephens                                                             | NZMS1   | S5-6                                      |         1974 |                | BOX(173.802511322326 -40.7649029984544,174.023161458552 -40.6369796837176)
  850 | Golden Downs                                                         | NZMS260 | N28                                       |         1987 |                | BOX(172.759968440276 -41.6567211494895,173.240217874274 -41.3865636227931)
 1288 | Cameron                                                              | NZMS1   | S166                                      |         1974 |                | BOX(166.708858868635 -46.1403908920281,167.258529402795 -45.8733926153384)
  801 | Dunedin                                                              | NZMS260 | I44-J44                                   |         1987 |                | BOX(170.16448746992 -45.9561399341928,170.767728187303 -45.6738464266118)
  856 | Akaroa                                                               | NZMS260 | N37                                       |         1982 |                | BOX(172.75019318388 -44.087166034542,173.249562530457 -43.8171681424073)
  756 | Cameron                                                              | NZMS1   | S166                                      |         1974 |                | BOX(166.708858868635 -46.1403908920281,167.258529402795 -45.8733926153384)
